"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"1679","-0.25857377","1.1013328","9.059659",,,,,,,,
"1680",,,,"-0.094811425","-0.017044751","0.119313255",,,,,
"1681",,,,,,,,,,,"7.024599832566594"
"1684",,,,"-0.10972559","-0.01065297","0.11824796",,,,,
"1684",,,,,,,,,,,"7.059271153454063"
"1689","-0.2873042","1.292869","8.954314",,,,,,,,
"1689",,,,"-0.12144385","0.012783563","0.11185618",,,,,
"1690",,,,,,,,,,,"7.097437823649273"
"1691",,,,,,,"-13.0625","9.25","14.8125",,
"1693",,,,"-0.13422741","0.040481284","0.10652969",,,,,
"1694",,,,,,,,,,,"7.139362378548412"
"1698","-0.31603462","1.3790601","8.983045",,,,,,,,
"1698",,,,"-0.14807628","0.067113705","0.10120321",,,,,
"1699",,,,,,,,,,,"7.181188322591481"
"1703",,,,"-0.16618632","0.091615535","0.09374613",,,,,
"1704",,,,,,,,,,,"7.226760198507463"
"1709","-0.4309563","1.4460979","8.983045",,,,,,,,
"1709",,,,"-0.17790459","0.11079088","0.094811425",,,,,
"1710",,,,,,,,,,,"7.2722159612075075"
"1711",,,,,,,"-13.1875","9.25","14.875",,
"1714",,,,"-0.17683929","0.12783563","0.09374613",,,,,
"1715",,,,,,,,,,,"7.317762223914087"
"1718","-0.51714754","1.4652514","8.848969",,,,,,,,
"1719",,,,"-0.1725781","0.14381509","0.09907261",,,,,
"1720",,,,,,,,,,,"7.363284580958577"
"1723",,,,"-0.1736434","0.16831692","0.09694202",,,,,
"1724",,,,,,,,,,,"7.4056462679646415"
"1729","-0.6512229","1.4652514","8.810662",,,,,,,,
"1730",,,,"-0.175774","0.19281875","0.1033338",,,,,
"1732",,,,,,,,,,,"7.451377799552461"
"1734",,,,,,,"-13.25","9.3125","15.0625",,
"1734",,,,"-0.18429637","0.2087982","0.10759499",,,,,
"1735",,,,,,,,,,,"7.493604590322434"
