"Time","Accel_x","Accel_y","Accel_z","Gyro_x","Gyro_y","Gyro_z","Mag_x","Mag_y","Mag_z","Light","Compass"
"539",,,,,,,,,,,"217.0910230900961"
"544",,,,,,,"6.8","-12.8","-35.7",,
"544","-0.32202014","1.5059528","8.021772",,,,,,,,
"538",,,,"0.39414784","0.9938917","0.4165184",,,,,
"550","-0.05746084","1.9668367","7.860164",,,,,,,,
"543",,,,"0.34301516","1.0215886","0.4463458",,,,,
"550",,,,,,,,,,,"216.85198012952398"
"554","0.16519992","2.433706","7.727286",,,,,,,,
"554",,,,,,,"6.8","-12.900001","-35.7",,
"547",,,,"0.28975195","1.0396981","0.43356264",,,,,
"559","0.25737667","2.813187","7.607576",,,,,,,,
"552",,,,"0.23009712","1.0599382","0.38136467",,,,,
"559",,,,,,,,,,,"216.66423188961866"
"564","0.25977087","3.1028855","7.517793",,,,,,,,
"564",,,,,,,"6.8","-12.900001","-35.7",,
"557",,,,"0.165116","1.0759171","0.2972088",,,,,
"570","0.14724341","3.3255463","7.493851",,,,,,,,
"562",,,,"0.099069595","1.0844392","0.1949434",,,,,
"570",,,,,,,,,,,"216.51910403013423"
"573","-0.09935937","3.466804","7.479486",,,,,,,,
"573",,,,,,,"6.8","-13.0","-35.600002",,
"567",,,,"0.034088463","1.0759171","0.084155895",,,,,
"580","-0.49919105","3.4991257","7.4687123",,,,,,,,
"572",,,,"-0.029827405","1.0450244","-0.024501082",,,,,
"580",,,,,,,,,,,"216.45005081762542"
"585","-0.8870517","3.442862","7.4746976",,,,,,,,
"585",,,,,,,"6.8","-13.0","-35.600002",,
"577",,,,"-0.09054748","0.98856544","-0.12037488",,,,,
"591",,,,,,,,,,,"216.53865203153882"
"591","-1.3180081","3.3171666","7.505822",,,,,,,,
"582",,,,"-0.14807177","0.90973586","-0.20026971",,,,,
"591",,,,,,,,,,"214.0",
"594","-1.7118542","3.1387985","7.668628",,,,,,,,
"594",,,,,,,"6.8","-13.0","-35.600002",,
"587",,,,"-0.2034655","0.8085357","-0.25672874",,,,,
"599","-2.0374656","2.9484594","7.825448",,,,,,,,
"592",,,,"-0.2514024","0.6924219","-0.28442562",,,,,
"599",,,,,,,,,,,"216.53798267300016"
"604","-2.3127987","2.72939","8.039729",,,,,,,,
"604",,,,,,,"7.0","-13.1","-35.600002",,
"597",,,,"-0.28549087","0.5699165","-0.28442562",,,,,
"610","-2.493561","2.540248","8.283937",,,,,,,,
